Event, Shape Type, en: Indicator Name, en: Indicator Abbrv, en: Indicator Description, ka: Indicator Name, ka: Indicator Abbrv, ka: Indicator Description, Number Format (optional: e.g. %),en: Scale Name, ka: Scale Name, Scale Color,en: Scale Name, ka: Scale Name, Scale Color,en: Scale Name, ka: Scale Name, Scale Color,en: Scale Name, ka: Scale Name, Scale Color,en: Scale Name, ka: Scale Name, Scale Color,en: Scale Name, ka: Scale Name, Scale Color,en: Scale Name, ka: Scale Name, Scale Color,en: Scale Name, ka: Scale Name, Scale Color,en: Scale Name, ka: Scale Name, Scale Color
Release May 2010,District,Average age of voters,Avg. Age,Average age of voters,ამომრჩეველთა საშუალო ასაკი ,საშუალო ასაკი,ამომრჩეველთა საშუალო ასაკი ,,18-35,18-35,,35-45,35-45,,45-55,45-55,,55-65,55-65,,>65,>65,
Release May 2010,District,Number of voter duplications,Duplications,Number of voter duplications,დუბლირებული ამომრჩევლის რაოდენობა,დუბლირება,დუბლირებული ამომრჩევლის რაოდენობა,,0,0,,0-20,0-20,,20-50,20-50,,50-100,50-100,,100-200,100-200,,200-300,200-300,,>300,>300,
Release May 2010,District,Number of voters between 85 and 99 years old,85-99,Number of voters between 85 and 99 years old,ამომრჩეველთა რაოდენობა 85 და 99 წელს შორის,85-99,ამომრჩეველთა რაოდენობა 85 და 99 წელს შორის,,0,0,,0-10,0-10,,10-20,10-20,,20-30,20-30,,30-50,30-50,,>50,>50,
Release May 2010,District,Numbers of voters over 99 years old,Above 100,Numbers of voters over 99 years old,ამომრჩეველთა რაოდენობა 99 წელს ზევით,100-ზე მეტი,ამომრჩეველთა რაოდენობა 99 წელს ზევით,,0,0,,0-5,0-5,,5-10,5-10,,10-20,10-20,,>20,>20,
Release May 2010,District,Total Voters,TV,Total Voters,სულ,სულ,სულ,,0,0,,0-5000,0-5000,,5000-10000,5000-10000,,10000-15000,10000-15000,,15000-20000,15000-20000,,20000-25000,20000-25000,,>25000,>25000,
Release May 2010,Precinct,Average age of voters,Avg. Age,Average age of voters,ამომრჩეველთა საშუალო ასაკი ,საშუალო ასაკი,ამომრჩეველთა საშუალო ასაკი ,,18-35,18-35,,35-45,35-45,,45-55,45-55,,55-65,55-65,,>65,>65,
Release May 2010,Precinct,Number of voter duplications,Duplications,Number of voter duplications,დუბლირებული ამომრჩევლის რაოდენობა,დუბლირება,დუბლირებული ამომრჩევლის რაოდენობა,,0,0,,0-5,0-5,,5-10,5-10,,10-20,10-20,,20-30,20-30,,>30,>30,
Release May 2010,Precinct,Number of voters between 85 and 99 years old,85-99,Number of voters between 85 and 99 years old,ამომრჩეველთა რაოდენობა 85 და 99 წელს შორის,85-99,ამომრჩეველთა რაოდენობა 85 და 99 წელს შორის,,0,0,,0-5,0-5,,5-10,5-10,,10-20,10-20,,20-30,20-30,,>30,>30,
Release May 2010,Precinct,Numbers of voters over 99 years old,Above 100,Numbers of voters over 99 years old,ამომრჩეველთა რაოდენობა 99 წელს ზევით,100-ზე მეტი,ამომრჩეველთა რაოდენობა 99 წელს ზევით,,0,0,,0-2,0-2,,2-5,2-5,,>5,>5,
Release May 2010,Precinct,Total Voters,TV,Total Voters,სულ,სულ,სულ,,0,0,,0-500,0-500,,500-1000,500-1000,,1000-1500,1000-1500,,1500-2000,1500-2000,,>2000,>2000,
Release May 2010,Region,Average age of voters,Avg. Age,Average age of voters,ამომრჩეველთა საშუალო ასაკი ,საშუალო ასაკი,ამომრჩეველთა საშუალო ასაკი ,,18-35,18-35,,35-45,35-45,,45-55,45-55,,55-65,55-65,,>65,>65,
Release May 2010,Region,Number of voter duplications,Duplications,Number of voter duplications,დუბლირებული ამომრჩევლის რაოდენობა,დუბლირება,დუბლირებული ამომრჩევლის რაოდენობა,,0,0,,0-100,0-100,,100-200,100-200,,200-500,200-500,,500-1000,500-1000,,1000-2000,1000-2000,,>2000,>2000,
Release May 2010,Region,Number of voters between 85 and 99 years old,85-99,Number of voters between 85 and 99 years old,ამომრჩეველთა რაოდენობა 85 და 99 წელს შორის,85-99,ამომრჩეველთა რაოდენობა 85 და 99 წელს შორის,,0,0,,0-50,0-50,,50-100,50-100,,100-150,100-150,,150-200,150-200,,>200,>200,
Release May 2010,Region,Numbers of voters over 99 years old,Above 100,Numbers of voters over 99 years old,ამომრჩეველთა რაოდენობა 99 წელს ზევით,100-ზე მეტი,ამომრჩეველთა რაოდენობა 99 წელს ზევით,,0,0,,0-20,0-20,,20-50,20-50,,50-100,50-100,,100-200,100-200,,>200,>200,
Release May 2010,Region,Total Voters,TV,Total Voters,სულ,სულ,სულ,,0,0,,0-50000,0-50000,,50000-100000,50000-100000,,100000-150000,100000-150000,,150000-200000,150000-200000,,200000-300000,200000-300000,,300000-400000,300000-400000,,400000-500000,400000-500000,,>500000,>500000,
